Wvlgth nm,Global tilt  W*m-2*nm-1
280.0,4.73090E-23
280.5,1.23070E-21
281.0,5.68950E-21
281.5,1.56620E-19
282.0,1.19460E-18
282.5,4.54360E-18
283.0,1.84520E-17
283.5,3.53600E-17
284.0,7.26700E-16
284.5,2.48560E-15
285.0,8.01420E-15
285.5,4.26130E-14
286.0,1.36840E-13
286.5,8.38230E-13
287.0,2.73670E-12
287.5,1.09030E-11
288.0,6.23370E-11
288.5,1.71620E-10
289.0,5.62650E-10
289.5,2.07490E-09
290.0,6.01680E-09
290.5,1.37830E-08
291.0,3.50520E-08
291.5,1.09130E-07
292.0,2.68300E-07
292.5,4.26850E-07
293.0,8.64660E-07
293.5,2.27070E-06
294.0,4.17440E-06
294.5,6.59110E-06
295.0,1.22900E-05
295.5,2.78260E-05
296.0,4.79040E-05
296.5,7.13450E-05
297.0,9.68000E-05
297.5,1.86080E-04
298.0,2.89880E-04
298.5,3.57890E-04
299.0,4.92110E-04
299.5,8.60680E-04
300.0,1.02050E-03
300.5,1.24500E-03
301.0,1.93000E-03
301.5,2.69140E-03
302.0,2.92090E-03
302.5,4.28400E-03
303.0,7.09450E-03
303.5,8.97950E-03
304.0,9.47010E-03
304.5,1.19530E-02
305.0,1.64630E-02
305.5,1.87190E-02
306.0,1.85770E-02
306.5,2.11080E-02
307.0,2.78490E-02
307.5,3.56350E-02
308.0,3.78370E-02
308.5,4.14300E-02
309.0,4.05340E-02
309.5,4.33060E-02
310.0,5.09390E-02
310.5,6.55400E-02
311.0,8.29220E-02
311.5,8.40800E-02
312.0,9.33760E-02
312.5,9.89840E-02
313.0,1.07330E-01
313.5,1.07570E-01
314.0,1.19690E-01
314.5,1.30600E-01
315.0,1.36250E-01
315.5,1.18380E-01
316.0,1.23480E-01
316.5,1.50360E-01
317.0,1.71580E-01
317.5,1.82450E-01
318.0,1.75940E-01
318.5,1.85910E-01
319.0,2.04700E-01
319.5,1.95890E-01
320.0,2.05270E-01
320.5,2.45250E-01
321.0,2.50240E-01
321.5,2.38430E-01
322.0,2.22030E-01
322.5,2.17090E-01
323.0,2.12260E-01
323.5,2.48610E-01
324.0,2.75370E-01
324.5,2.83210E-01
325.0,2.78940E-01
325.5,3.24360E-01
326.0,3.81200E-01
326.5,4.07220E-01
327.0,3.98060E-01
327.5,3.84650E-01
328.0,3.51160E-01
328.5,3.71640E-01
329.0,4.22350E-01
329.5,4.68780E-01
330.0,4.71390E-01
330.5,4.28000E-01
331.0,4.02620E-01
331.5,4.18060E-01
332.0,4.36230E-01
332.5,4.39190E-01
333.0,4.29440E-01
333.5,4.07240E-01
334.0,4.14970E-01
334.5,4.45090E-01
335.0,4.63880E-01
335.5,4.53130E-01
336.0,4.15190E-01
336.5,3.82140E-01
337.0,3.73800E-01
337.5,4.00510E-01
338.0,4.34110E-01
338.5,4.55270E-01
339.0,4.63550E-01
339.5,4.74460E-01
340.0,5.01800E-01
340.5,5.00710E-01
341.0,4.71390E-01
341.5,4.69350E-01
342.0,4.89340E-01
342.5,5.07670E-01
343.0,5.14890E-01
343.5,4.86090E-01
344.0,4.18430E-01
344.5,4.03070E-01
345.0,4.58980E-01
345.5,4.89320E-01
346.0,4.77780E-01
346.5,4.86570E-01
347.0,4.94040E-01
347.5,4.76740E-01
348.0,4.75110E-01
348.5,4.83360E-01
349.0,4.65640E-01
349.5,4.78050E-01
350.0,5.27980E-01
350.5,5.67410E-01
351.0,5.51720E-01
351.5,5.30220E-01
352.0,5.17910E-01
352.5,4.89620E-01
353.0,5.20400E-01
353.5,5.72280E-01
354.0,6.04980E-01
354.5,6.11560E-01
355.0,6.11400E-01
355.5,5.90280E-01
356.0,5.53870E-01
356.5,5.19420E-01
357.0,4.56730E-01
357.5,4.62150E-01
358.0,4.30060E-01
358.5,3.99260E-01
359.0,4.69530E-01
359.5,5.65490E-01
360.0,5.98170E-01
360.5,5.65310E-01
361.0,5.20240E-01
361.5,5.09560E-01
362.0,5.34200E-01
362.5,5.85100E-01
363.0,6.01910E-01
363.5,5.85410E-01
364.0,6.06280E-01
364.5,6.00580E-01
365.0,6.23590E-01
365.5,6.86280E-01
366.0,7.35320E-01
366.5,7.36580E-01
367.0,7.22850E-01
367.5,7.09140E-01
368.0,6.67590E-01
368.5,6.63100E-01
369.0,6.93150E-01
369.5,7.44690E-01
370.0,7.55070E-01
370.5,6.82610E-01
371.0,6.93380E-01
371.5,7.20510E-01
372.0,6.74440E-01
372.5,6.42530E-01
373.0,6.18860E-01
373.5,5.57860E-01
374.0,5.56400E-01
374.5,5.52270E-01
375.0,5.89300E-01
375.5,6.51620E-01
376.0,6.74800E-01
376.5,6.63900E-01
377.0,7.12250E-01
377.5,7.94550E-01
378.0,8.55950E-01
378.5,8.34180E-01
379.0,7.43890E-01
379.5,6.66830E-01
380.0,7.00770E-01
380.5,7.50750E-01
381.0,7.63830E-01
381.5,6.88370E-01
382.0,5.86780E-01
382.5,5.07620E-01
383.0,4.54990E-01
383.5,4.40490E-01
384.0,5.09680E-01
384.5,6.13590E-01
385.0,6.73550E-01
385.5,6.43630E-01
386.0,6.21000E-01
386.5,6.45700E-01
387.0,6.51470E-01
387.5,6.42040E-01
388.0,6.35820E-01
388.5,6.31360E-01
389.0,6.85430E-01
389.5,7.59700E-01
390.0,7.96990E-01
390.5,8.03710E-01
391.0,8.51380E-01
391.5,8.63440E-01
392.0,7.94930E-01
392.5,6.62570E-01
393.0,4.79750E-01
393.5,3.81520E-01
394.0,4.95670E-01
394.5,6.83850E-01
395.0,8.07720E-01
395.5,8.60380E-01
396.0,7.56550E-01
396.5,5.50170E-01
397.0,4.26190E-01
397.5,6.29450E-01
398.0,8.52490E-01
398.5,1.00690E+00
399.0,1.06930E+00
399.5,1.10210E+00
400.0,1.11410E+00
401.0,1.16030E+00
402.0,1.20610E+00
403.0,1.16130E+00
404.0,1.18010E+00
405.0,1.15110E+00
406.0,1.12270E+00
407.0,1.10260E+00
408.0,1.15140E+00
409.0,1.22990E+00
410.0,1.04850E+00
411.0,1.17380E+00
412.0,1.24780E+00
413.0,1.19710E+00
414.0,1.18420E+00
415.0,1.22580E+00
416.0,1.26240E+00
417.0,1.23120E+00
418.0,1.17770E+00
419.0,1.22580E+00
420.0,1.12320E+00
421.0,1.27570E+00
422.0,1.25830E+00
423.0,1.21840E+00
424.0,1.21170E+00
425.0,1.24880E+00
426.0,1.21350E+00
427.0,1.17240E+00
428.0,1.18390E+00
429.0,1.09630E+00
430.0,8.74620E-01
431.0,7.93940E-01
432.0,1.32070E+00
433.0,1.22880E+00
434.0,1.13520E+00
435.0,1.24520E+00
436.0,1.36590E+00
437.0,1.39430E+00
438.0,1.22380E+00
439.0,1.17750E+00
440.0,1.34990E+00
441.0,1.33130E+00
442.0,1.42500E+00
443.0,1.44530E+00
444.0,1.40840E+00
445.0,1.46190E+00
446.0,1.31080E+00
447.0,1.49030E+00
448.0,1.50810E+00
449.0,1.50450E+00
450.0,1.55950E+00
451.0,1.61730E+00
452.0,1.54820E+00
453.0,1.42970E+00
454.0,1.53350E+00
455.0,1.52240E+00
456.0,1.57240E+00
457.0,1.58540E+00
458.0,1.55140E+00
459.0,1.53910E+00
460.0,1.52910E+00
461.0,1.58270E+00
462.0,1.59750E+00
463.0,1.60310E+00
464.0,1.55440E+00
465.0,1.53500E+00
466.0,1.56730E+00
467.0,1.49730E+00
468.0,1.56190E+00
469.0,1.56820E+00
470.0,1.50770E+00
471.0,1.53310E+00
472.0,1.61260E+00
473.0,1.54990E+00
474.0,1.56710E+00
475.0,1.61850E+00
476.0,1.56310E+00
477.0,1.57240E+00
478.0,1.62300E+00
479.0,1.59160E+00
480.0,1.61810E+00
481.0,1.61770E+00
482.0,1.62360E+00
483.0,1.60380E+00
484.0,1.57340E+00
485.0,1.56830E+00
486.0,1.27160E+00
487.0,1.42410E+00
488.0,1.54130E+00
489.0,1.45190E+00
490.0,1.62240E+00
491.0,1.55950E+00
492.0,1.48690E+00
493.0,1.59030E+00
494.0,1.55250E+00
495.0,1.64850E+00
496.0,1.56760E+00
497.0,1.59440E+00
498.0,1.55090E+00
499.0,1.55070E+00
500.0,1.54510E+00
501.0,1.49780E+00
502.0,1.49660E+00
503.0,1.56530E+00
504.0,1.45870E+00
505.0,1.56350E+00
506.0,1.62640E+00
507.0,1.55600E+00
508.0,1.51650E+00
509.0,1.58930E+00
510.0,1.54810E+00
511.0,1.57690E+00
512.0,1.61860E+00
513.0,1.52060E+00
514.0,1.48850E+00
515.0,1.53140E+00
516.0,1.54550E+00
517.0,1.25940E+00
518.0,1.44030E+00
519.0,1.39570E+00
520.0,1.52360E+00
521.0,1.53460E+00
522.0,1.56900E+00
523.0,1.47890E+00
524.0,1.59050E+00
525.0,1.57810E+00
526.0,1.53410E+00
527.0,1.34170E+00
528.0,1.53570E+00
529.0,1.60710E+00
530.0,1.54460E+00
531.0,1.62920E+00
532.0,1.59980E+00
533.0,1.42860E+00
534.0,1.53020E+00
535.0,1.55350E+00
536.0,1.61990E+00
537.0,1.49890E+00
538.0,1.57380E+00
539.0,1.53520E+00
540.0,1.48250E+00
541.0,1.42510E+00
542.0,1.55110E+00
543.0,1.52560E+00
544.0,1.57920E+00
545.0,1.54350E+00
546.0,1.52910E+00
547.0,1.54900E+00
548.0,1.50490E+00
549.0,1.55200E+00
550.0,1.53990E+00
551.0,1.53820E+00
552.0,1.56970E+00
553.0,1.52500E+00
554.0,1.55490E+00
555.0,1.56340E+00
556.0,1.53660E+00
557.0,1.49880E+00
558.0,1.53100E+00
559.0,1.44830E+00
560.0,1.47400E+00
561.0,1.55950E+00
562.0,1.48470E+00
563.0,1.54080E+00
564.0,1.51060E+00
565.0,1.52010E+00
566.0,1.43740E+00
567.0,1.53200E+00
568.0,1.51800E+00
569.0,1.48070E+00
570.0,1.48160E+00
571.0,1.43310E+00
572.0,1.51340E+00
573.0,1.51980E+00
574.0,1.51190E+00
575.0,1.47770E+00
576.0,1.46540E+00
577.0,1.50230E+00
578.0,1.45600E+00
579.0,1.47700E+00
580.0,1.50200E+00
581.0,1.50890E+00
582.0,1.53200E+00
583.0,1.54790E+00
584.0,1.54480E+00
585.0,1.53240E+00
586.0,1.49530E+00
587.0,1.52810E+00
588.0,1.49340E+00
589.0,1.28940E+00
590.0,1.37090E+00
591.0,1.46620E+00
592.0,1.43540E+00
593.0,1.45610E+00
594.0,1.44910E+00
595.0,1.43080E+00
596.0,1.47450E+00
597.0,1.47880E+00
598.0,1.46070E+00
599.0,1.46060E+00
600.0,1.47530E+00
601.0,1.45790E+00
602.0,1.43600E+00
603.0,1.46640E+00
604.0,1.49210E+00
605.0,1.48950E+00
606.0,1.48220E+00
607.0,1.49110E+00
608.0,1.48620E+00
609.0,1.47490E+00
610.0,1.46860E+00
611.0,1.46110E+00
612.0,1.48310E+00
613.0,1.46210E+00
614.0,1.41760E+00
615.0,1.46970E+00
616.0,1.43100E+00
617.0,1.41280E+00
618.0,1.46640E+00
619.0,1.47330E+00
620.0,1.47390E+00
621.0,1.48020E+00
622.0,1.42690E+00
623.0,1.41650E+00
624.0,1.41180E+00
625.0,1.40260E+00
626.0,1.40120E+00
627.0,1.44170E+00
628.0,1.36310E+00
629.0,1.41140E+00
630.0,1.39240E+00
631.0,1.41610E+00
632.0,1.36380E+00
633.0,1.45080E+00
634.0,1.42840E+00
635.0,1.44580E+00
636.0,1.41280E+00
637.0,1.46100E+00
638.0,1.47070E+00
639.0,1.46460E+00
640.0,1.43400E+00
641.0,1.43480E+00
642.0,1.43760E+00
643.0,1.45250E+00
644.0,1.44620E+00
645.0,1.45670E+00
646.0,1.41500E+00
647.0,1.40860E+00
648.0,1.39520E+00
649.0,1.35190E+00
650.0,1.35940E+00
651.0,1.44470E+00
652.0,1.38710E+00
653.0,1.43110E+00
654.0,1.41530E+00
655.0,1.34990E+00
656.0,1.18510E+00
657.0,1.23930E+00
658.0,1.38550E+00
659.0,1.39050E+00
660.0,1.39920E+00
661.0,1.39330E+00
662.0,1.38190E+00
663.0,1.38440E+00
664.0,1.39670E+00
665.0,1.42140E+00
666.0,1.42030E+00
667.0,1.41020E+00
668.0,1.41500E+00
669.0,1.43940E+00
670.0,1.41960E+00
671.0,1.41690E+00
672.0,1.39720E+00
673.0,1.40940E+00
674.0,1.40740E+00
675.0,1.39580E+00
676.0,1.41200E+00
677.0,1.39910E+00
678.0,1.40660E+00
679.0,1.39470E+00
680.0,1.39690E+00
681.0,1.39150E+00
682.0,1.39810E+00
683.0,1.38300E+00
684.0,1.37390E+00
685.0,1.37480E+00
686.0,1.34380E+00
687.0,9.68240E-01
688.0,1.12060E+00
689.0,1.12780E+00
690.0,1.18210E+00
691.0,1.23330E+00
692.0,1.26890E+00
693.0,1.26090E+00
694.0,1.24640E+00
695.0,1.27140E+00
696.0,1.26840E+00
697.0,1.34030E+00
698.0,1.31920E+00
699.0,1.29180E+00
700.0,1.28230E+00
701.0,1.26590E+00
702.0,1.26740E+00
703.0,1.27470E+00
704.0,1.30780E+00
705.0,1.32140E+00
706.0,1.31440E+00
707.0,1.30900E+00
708.0,1.30480E+00
709.0,1.30950E+00
710.0,1.31750E+00
711.0,1.31550E+00
712.0,1.30710E+00
713.0,1.29180E+00
714.0,1.30290E+00
715.0,1.25870E+00
716.0,1.27160E+00
717.0,1.10710E+00
718.0,1.02960E+00
719.0,9.23180E-01
720.0,9.85500E-01
721.0,1.08610E+00
722.0,1.24070E+00
723.0,1.14440E+00
724.0,1.05550E+00
725.0,1.03800E+00
726.0,1.08130E+00
727.0,1.08500E+00
728.0,1.04000E+00
729.0,1.04660E+00
730.0,1.12850E+00
731.0,1.07030E+00
732.0,1.15340E+00
733.0,1.19620E+00
734.0,1.23570E+00
735.0,1.21780E+00
736.0,1.20590E+00
737.0,1.20390E+00
738.0,1.22690E+00
739.0,1.19050E+00
740.0,1.21950E+00
741.0,1.21480E+00
742.0,1.21530E+00
743.0,1.24050E+00
744.0,1.25030E+00
745.0,1.24970E+00
746.0,1.24700E+00
747.0,1.24770E+00
748.0,1.24010E+00
749.0,1.23570E+00
750.0,1.23410E+00
751.0,1.22860E+00
752.0,1.23300E+00
753.0,1.22660E+00
754.0,1.24200E+00
755.0,1.23830E+00
756.0,1.22320E+00
757.0,1.22210E+00
758.0,1.22950E+00
759.0,1.19450E+00
760.0,2.66040E-01
761.0,1.53960E-01
762.0,6.87660E-01
763.0,3.79520E-01
764.0,5.38780E-01
765.0,6.86010E-01
766.0,8.14610E-01
767.0,9.74170E-01
768.0,1.11380E+00
769.0,1.12780E+00
770.0,1.16080E+00
771.0,1.16860E+00
772.0,1.17780E+00
773.0,1.17710E+00
774.0,1.17710E+00
775.0,1.17710E+00
776.0,1.17980E+00
777.0,1.17270E+00
778.0,1.17130E+00
779.0,1.17650E+00
780.0,1.16360E+00
781.0,1.16070E+00
782.0,1.16620E+00
783.0,1.16140E+00
784.0,1.15360E+00
785.0,1.15860E+00
786.0,1.15920E+00
787.0,1.14500E+00
788.0,1.13050E+00
789.0,1.12570E+00
790.0,1.09100E+00
791.0,1.10580E+00
792.0,1.09530E+00
793.0,1.08750E+00
794.0,1.09720E+00
795.0,1.09320E+00
796.0,1.07420E+00
797.0,1.09130E+00
798.0,1.11210E+00
799.0,1.09050E+00
800.0,1.07250E+00
801.0,1.08430E+00
802.0,1.08560E+00
803.0,1.06570E+00
804.0,1.07820E+00
805.0,1.05450E+00
806.0,1.09740E+00
807.0,1.08590E+00
808.0,1.08210E+00
809.0,1.05480E+00
810.0,1.05590E+00
811.0,1.05330E+00
812.0,1.02680E+00
813.0,1.00860E+00
814.0,9.03560E-01
815.0,8.95230E-01
816.0,8.32160E-01
817.0,8.51830E-01
818.0,8.22590E-01
819.0,9.05190E-01
820.0,8.61880E-01
821.0,9.97640E-01
822.0,9.51570E-01
823.0,6.72710E-01
824.0,9.35060E-01
825.0,9.69350E-01
826.0,9.33810E-01
827.0,9.84650E-01
828.0,8.49790E-01
829.0,9.29300E-01
830.0,9.16010E-01
831.0,9.23920E-01
832.0,8.94260E-01
833.0,9.56500E-01
834.0,9.34120E-01
835.0,1.00320E+00
836.0,9.72340E-01
837.0,1.00920E+00
838.0,9.99010E-01
839.0,1.00130E+00
840.0,1.01570E+00
841.0,1.01010E+00
842.0,9.97030E-01
843.0,1.00530E+00
844.0,9.86310E-01
845.0,1.01650E+00
846.0,1.01870E+00
847.0,9.91700E-01
848.0,9.92170E-01
849.0,9.85960E-01
850.0,8.93720E-01
851.0,9.74930E-01
852.0,9.69270E-01
853.0,9.64860E-01
854.0,8.51120E-01
855.0,9.13000E-01
856.0,9.73170E-01
857.0,9.91660E-01
858.0,9.91960E-01
859.0,9.91710E-01
860.0,9.88160E-01
861.0,9.86790E-01
862.0,9.94490E-01
863.0,1.00050E+00
864.0,9.79160E-01
865.0,9.63240E-01
866.0,8.49000E-01
867.0,9.15460E-01
868.0,9.59200E-01
869.0,9.49560E-01
870.0,9.67550E-01
871.0,9.53870E-01
872.0,9.66860E-01
873.0,9.57210E-01
874.0,9.40420E-01
875.0,9.26870E-01
876.0,9.52770E-01
877.0,9.56150E-01
878.0,9.52370E-01
879.0,9.36560E-01
880.0,9.39570E-01
881.0,9.08610E-01
882.0,9.32450E-01
883.0,9.29270E-01
884.0,9.33050E-01
885.0,9.44230E-01
886.0,9.07520E-01
887.0,9.10620E-01
888.0,9.22280E-01
889.0,9.34550E-01
890.0,9.23930E-01
891.0,9.25840E-01
892.0,9.08810E-01
893.0,8.73270E-01
894.0,8.51300E-01
895.0,8.13570E-01
896.0,7.62530E-01
897.0,6.65660E-01
898.0,7.17800E-01
899.0,5.48710E-01
900.0,7.42600E-01
901.0,5.99330E-01
902.0,6.67910E-01
903.0,6.88890E-01
904.0,8.44570E-01
905.0,8.17090E-01
906.0,7.75580E-01
907.0,6.38540E-01
908.0,6.52170E-01
909.0,7.04310E-01
910.0,6.24670E-01
911.0,6.68080E-01
912.0,6.88930E-01
913.0,6.28340E-01
914.0,6.26490E-01
915.0,6.78360E-01
916.0,5.76460E-01
917.0,7.30170E-01
918.0,5.92710E-01
919.0,7.38770E-01
920.0,7.44140E-01
921.0,7.80490E-01
922.0,7.00260E-01
923.0,7.45040E-01
924.0,7.21500E-01
925.0,7.11100E-01
926.0,7.03310E-01
927.0,7.87420E-01
928.0,5.89680E-01
929.0,5.51270E-01
930.0,4.32100E-01
931.0,4.09210E-01
932.0,3.00860E-01
933.0,2.48410E-01
934.0,1.43800E-01
935.0,2.50840E-01
936.0,1.61420E-01
937.0,1.63380E-01
938.0,2.00580E-01
939.0,3.98870E-01
940.0,4.71810E-01
941.0,3.71950E-01
942.0,4.05320E-01
943.0,2.78340E-01
944.0,2.85790E-01
945.0,3.68210E-01
946.0,1.94610E-01
947.0,3.71120E-01
948.0,2.74230E-01
949.0,4.93960E-01
950.0,1.47260E-01
951.0,4.83780E-01
952.0,2.68910E-01
953.0,3.43620E-01
954.0,4.24110E-01
955.0,3.41170E-01
956.0,3.28210E-01
957.0,2.70670E-01
958.0,4.61010E-01
959.0,3.73850E-01
960.0,4.20660E-01
961.0,4.61200E-01
962.0,4.41740E-01
963.0,5.05030E-01
964.0,4.58600E-01
965.0,5.03740E-01
966.0,5.02750E-01
967.0,5.02400E-01
968.0,6.52100E-01
969.0,6.86220E-01
970.0,6.34610E-01
971.0,7.13970E-01
972.0,6.87650E-01
973.0,6.06480E-01
974.0,5.75290E-01
975.0,5.89870E-01
976.0,5.71910E-01
977.0,6.38640E-01
978.0,6.15090E-01
979.0,6.38150E-01
980.0,6.04680E-01
981.0,7.13380E-01
982.0,6.92180E-01
983.0,6.68650E-01
984.0,7.37320E-01
985.0,6.88170E-01
986.0,7.50830E-01
987.0,7.39280E-01
988.0,7.34620E-01
989.0,7.49060E-01
990.0,7.32270E-01
991.0,7.53580E-01
992.0,7.51020E-01
993.0,7.37280E-01
994.0,7.54100E-01
995.0,7.51760E-01
996.0,7.48840E-01
997.0,7.39710E-01
998.0,7.38870E-01
999.0,7.38570E-01
1000.0,7.35320E-01
1001.0,7.44420E-01
1002.0,7.28050E-01
1003.0,7.34420E-01
1004.0,7.23360E-01
1005.0,6.81740E-01
1006.0,7.12520E-01
1007.0,7.27530E-01
1008.0,7.26850E-01
1009.0,7.19720E-01
1010.0,7.19140E-01
1011.0,7.22780E-01
1012.0,7.18770E-01
1013.0,7.17610E-01
1014.0,7.20680E-01
1015.0,7.08170E-01
1016.0,7.11290E-01
1017.0,7.03370E-01
1018.0,7.14220E-01
1019.0,6.88780E-01
1020.0,6.98960E-01
1021.0,7.01750E-01
1022.0,6.89700E-01
1023.0,6.95080E-01
1024.0,6.90580E-01
1025.0,6.97530E-01
1026.0,6.96360E-01
1027.0,6.93050E-01
1028.0,6.93850E-01
1029.0,6.86280E-01
1030.0,6.90550E-01
1031.0,6.87360E-01
1032.0,6.87870E-01
1033.0,6.76130E-01
1034.0,6.80150E-01
1035.0,6.82340E-01
1036.0,6.82020E-01
1037.0,6.74970E-01
1038.0,6.71720E-01
1039.0,6.76360E-01
1040.0,6.71700E-01
1041.0,6.71760E-01
1042.0,6.72000E-01
1043.0,6.65250E-01
1044.0,6.68330E-01
1045.0,6.64520E-01
1046.0,6.47140E-01
1047.0,6.56940E-01
1048.0,6.62740E-01
1049.0,6.58960E-01
1050.0,6.54630E-01
1051.0,6.55210E-01
1052.0,6.51180E-01
1053.0,6.49190E-01
1054.0,6.46460E-01
1055.0,6.48470E-01
1056.0,6.46410E-01
1057.0,6.44820E-01
1058.0,6.38180E-01
1059.0,6.18750E-01
1060.0,6.35850E-01
1061.0,6.21210E-01
1062.0,6.32660E-01
1063.0,6.22390E-01
1064.0,6.31960E-01
1065.0,6.29130E-01
1066.0,6.17130E-01
1067.0,6.20320E-01
1068.0,6.19440E-01
1069.0,5.86260E-01
1070.0,6.04690E-01
1071.0,6.16610E-01
1072.0,6.15360E-01
1073.0,6.03630E-01
1074.0,6.21580E-01
1075.0,5.92520E-01
1076.0,6.14710E-01
1077.0,6.04340E-01
1078.0,6.03210E-01
1079.0,6.04740E-01
1080.0,5.97220E-01
1081.0,5.80830E-01
1082.0,5.89400E-01
1083.0,5.98140E-01
1084.0,5.78520E-01
1085.0,5.93300E-01
1086.0,5.54100E-01
1087.0,5.66970E-01
1088.0,5.93170E-01
1089.0,5.79190E-01
1090.0,5.55730E-01
1091.0,5.88350E-01
1092.0,5.81240E-01
1093.0,5.10580E-01
1094.0,5.39650E-01
1095.0,5.20670E-01
1096.0,5.03230E-01
1097.0,5.78520E-01
1098.0,5.02910E-01
1099.0,5.07720E-01
1100.0,4.85770E-01
1101.0,4.96960E-01
1102.0,4.68830E-01
1103.0,4.66370E-01
1104.0,4.67650E-01
1105.0,5.06440E-01
1106.0,3.97920E-01
1107.0,4.83040E-01
1108.0,4.15650E-01
1109.0,4.12780E-01
1110.0,4.78990E-01
1111.0,3.31540E-01
1112.0,4.13570E-01
1113.0,2.68500E-01
1114.0,2.99850E-01
1115.0,2.49870E-01
1116.0,2.01360E-01
1117.0,7.96180E-02
1118.0,2.17530E-01
1119.0,1.13170E-01
1120.0,1.41890E-01
1121.0,1.85860E-01
1122.0,8.16860E-02
1123.0,1.28170E-01
1124.0,1.08700E-01
1125.0,1.44280E-01
1126.0,5.15890E-02
1127.0,1.57250E-01
1128.0,9.92240E-02
1129.0,1.05910E-01
1130.0,7.05740E-02
1131.0,2.95600E-01
1132.0,2.34110E-01
1133.0,1.53310E-01
1134.0,4.17400E-02
1135.0,1.54620E-02
1136.0,1.28760E-01
1137.0,2.87850E-01
1138.0,2.03290E-01
1139.0,2.98500E-01
1140.0,2.55990E-01
1141.0,1.93370E-01
1142.0,2.24790E-01
1143.0,3.11830E-01
1144.0,1.13260E-01
1145.0,1.46040E-01
1146.0,1.57640E-01
1147.0,5.91760E-02
1148.0,2.71130E-01
1149.0,2.18540E-01
1150.0,1.21640E-01
1151.0,2.03400E-01
1152.0,2.47620E-01
1153.0,2.38120E-01
1154.0,1.42480E-01
1155.0,3.13160E-01
1156.0,2.80900E-01
1157.0,3.14580E-01
1158.0,3.11710E-01
1159.0,3.36930E-01
1160.0,2.86480E-01
1161.0,3.47530E-01
1162.0,3.50020E-01
1163.0,4.68570E-01
1164.0,4.01880E-01
1165.0,3.88600E-01
1166.0,3.74940E-01
1167.0,4.09960E-01
1168.0,4.19540E-01
1169.0,4.23100E-01
1170.0,4.58730E-01
1171.0,4.48310E-01
1172.0,4.54830E-01
1173.0,4.56420E-01
1174.0,3.36920E-01
1175.0,4.52400E-01
1176.0,4.76790E-01
1177.0,4.72350E-01
1178.0,3.60000E-01
1179.0,4.83710E-01
1180.0,4.40690E-01
1181.0,4.55140E-01
